filename,width,height,xmin,ymin,xmax,ymax,class
-63_56__-9_96_2018-07-25.jpg,1000,1000,406,563,454,606,legal
-63_56__-9_96_2018-07-25.jpg,1000,1000,313,524,329,560,legal
-63_56__-9_96_2018-07-25.jpg,1000,1000,162,564,177,593,legal
-63_56__-9_96_2018-07-25.jpg,1000,1000,303,719,316,739,legal
-63_56__-9_96_2018-07-25.jpg,1000,1000,82,973,94,1000,legal
-63_56__-9_96_2018-07-25.jpg,1000,1000,735,83,756,102,legal
-63_6__-10_04_2018-07-25.jpg,1000,1000,589,802,639,869,legal
-63_6__-10_04_2018-07-25.jpg,1000,1000,81,205,150,230,legal
-63_6__-10_04_2018-07-25.jpg,1000,1000,164,1,253,73,legal
-63_6__-10_04_2018-07-25.jpg,1000,1000,600,178,677,217,legal
-63_6__-10_04_2018-07-25.jpg,1000,1000,814,970,846,1000,legal
-63_6__-10_08_2018-07-25.jpg,1000,1000,169,221,220,251,legal
-63_6__-10_08_2018-07-25.jpg,1000,1000,177,574,216,594,legal
-63_6__-10_08_2018-07-25.jpg,1000,1000,194,635,205,664,legal
-63_6__-10_08_2018-07-25.jpg,1000,1000,861,197,1000,282,legal
-63_6__-10_08_2018-07-25.jpg,1000,1000,931,43,1000,138,legal
-63_6__-10_08_2018-07-25.jpg,1000,1000,885,869,905,903,legal
-63_6__-10_08_2018-07-25.jpg,1000,1000,66,92,87,132,legal
-63_6__-10_08_2018-07-25.jpg,1000,1000,600,864,626,890,legal
-63_6__-10_08_2018-07-25.jpg,1000,1000,669,941,687,989,legal
-63_6__-10_08_2018-07-25.jpg,1000,1000,489,893,507,920,legal
-63_6__-10_08_2018-07-25.jpg,1000,1000,745,451,759,467,legal
-63_6__-10_0_2018-07-25.jpg,1000,1000,637,859,680,890,legal
-63_6__-10_0_2018-07-25.jpg,1000,1000,167,847,224,914,legal
-63_6__-10_0_2018-07-25.jpg,1000,1000,566,29,659,95,legal
-63_6__-10_0_2018-07-25.jpg,1000,1000,666,8,732,60,legal
-63_6__-10_0_2018-07-25.jpg,1000,1000,829,11,849,52,legal
-63_6__-10_0_2018-07-25.jpg,1000,1000,392,279,418,296,legal
-63_6__-10_0_2018-07-25.jpg,1000,1000,325,512,341,527,legal
-63_6__-10_0_2018-07-25.jpg,1000,1000,558,168,577,184,legal
-63_6__-10_0_2018-07-25.jpg,1000,1000,492,292,511,312,legal
-63_6__-10_0_2018-07-25.jpg,1000,1000,888,706,918,750,legal
-63_6__-10_0_2018-07-25.jpg,1000,1000,778,739,815,784,legal
-63_6__-9_88_2018-07-25.jpg,1000,1000,395,128,565,251,legal
-63_6__-9_88_2018-07-25.jpg,1000,1000,19,177,273,288,legal
-63_6__-9_88_2018-07-25.jpg,1000,1000,927,898,998,998,legal
-63_6__-9_88_2018-07-25.jpg,1000,1000,777,870,800,906,legal
-63_6__-9_88_2018-07-25.jpg,1000,1000,424,386,504,433,legal
-63_6__-9_88_2018-07-25.jpg,1000,1000,337,598,358,624,legal
-63_6__-9_88_2018-07-25.jpg,1000,1000,388,706,417,736,legal
-63_6__-9_92_2018-07-25.jpg,1000,1000,894,528,920,585,legal
-63_6__-9_92_2018-07-25.jpg,1000,1000,211,430,229,446,legal
-63_6__-9_96_2018-07-25.jpg,1000,1000,746,921,808,1000,legal
-63_6__-9_96_2018-07-25.jpg,1000,1000,100,321,117,347,legal
-63_6__-9_96_2018-07-25.jpg,1000,1000,159,346,186,379,legal
-63_6__-9_96_2018-07-25.jpg,1000,1000,33,175,62,190,legal
-63_6__-9_96_2018-07-25.jpg,1000,1000,361,123,404,141,legal
-63_6__-9_96_2018-07-25.jpg,1000,1000,503,126,539,142,legal
-63_6__-9_96_2018-07-25.jpg,1000,1000,870,893,906,905,legal
-63_6__-9_96_2018-07-25.jpg,1000,1000,303,642,317,654,legal
-63_6__-9_96_2018-07-25.jpg,1000,1000,221,526,232,540,legal
-63_6__-9_96_2018-07-25.jpg,1000,1000,131,521,138,530,legal
-63_6__-9_96_2018-07-25.jpg,1000,1000,223,297,262,331,legal
